référence,prix
17505014,46.59
35965964,19.19
29861818,16.82
35770846,34.85
31543030,41.19
3178265,25.03
28687629,32.04
22278150,23.4
93973411,11.75
52951446,174.44
24114935,23.14
38506124,43.05
77695110,34.52
32091070,3.15
79296813,11.72
19447944,8.41
11918920,6.4
85326283,10.37
39993890,11.56
75799205,15.9
6362772,16.92
74946178,39.9
26300007,41.29
5687007,32.64
33706065,7.04
86448405,8.79
58586288,18.32
63563777,33.82
47228093,31.63
66917438,9.92
36247181,41.13
8676779,30.81
17994514,8.96
74323471,12.07
49186850,42.36
30596773,12.54
74359804,17.55
15002296,40.86
86803288,10.96
81026250,8.19
35830679,2.51
84062523,1.58
71524070,26.27
22080893,12.94
4531866,44.7
93895782,32.2
77730722,12.52
35297848,30.59
28367109,21.92
49235770,10.15
32039371,4.04
78916854,41.18
66668593,11.51
83725223,17.71
14984971,11.23
2894052,10.81
68454499,2.64
55030191,48.61
82357259,42.6
45532796,18.77
78920433,50.0
64947197,14.99
34169055,37.26
42984361,1.19
27775414,5.54
46077109,9.33
87835620,48.22
12565708,1.22
46198522,33.03
28854292,24.13
73573553,14.23
60360281,10.54
99703204,14.61
80201760,10.86
87146469,8.93
15251599,23.91
32423079,37.57
89898059,16.85
43362325,8.19
50522602,4.97
74640565,3.53
84694977,40.34
83226859,31.46
57566855,3.23
17636058,25.08
17903224,7.37
29684347,3.96
82590270,2.72
47386396,42.6
92072322,133.04
6231509,10.5
20475735,0.83
36085241,11.97
54048882,44.65
14375068,24.78
86875616,23.44
31250207,45.44
62142471,44.85
85540809,24.39
54101382,24.36
84765802,47.48
36365179,0.04
56246154,20.58
90023672,40.63
62695189,26.95
86678922,24.9
77301785,39.15
49594169,25.53
53729165,1.76
32368362,0.45
43231186,47.56
22674731,7.03
91744258,10.44
34864807,30.92
54057338,6.66
50326815,2.76
19061037,46.41
17501425,18.8
36536598,24.69
49220248,14.31
98319370,8.86
82439953,29.5
97410669,38.89
32340894,20.63
14537962,11.15
80677301,26.71
56309438,41.17
41153709,17.56
2780710,29.65
61796772,178.32
69262265,4.8
13941304,43.5
28297054,5.7
9203189,26.93
1923980,13.25
46289632,14.8
57872954,40.38
26719349,9.49
39510668,45.48
59490984,2.46
56960370,54.04
23770926,83.4
3298546,18.74
67284986,45.64
95705172,76.28
37479924,93.28
10771850,49.21
6756813,4.76
37174209,23.24
2623331,7.34
28354697,5.72
93095945,11.24
6157783,10.87
84741275,42.41
54473961,12.5
402503,21.25
30045999,0.07
40644635,26.55
62561314,36.49
99132136,2.09
93942616,2.3
64593914,15.89
46488698,47.85
30510917,6.72
41130272,19.34
34365876,46.16
39387861,46.04
96259097,4.49
94271362,8.67
8208797,14.99
42595766,49.73
73625944,2.06
66137654,33.03
58092443,22.5
62234925,47.31
34942477,9.31
76864194,64.36
60173652,9.12
33180650,15.25
320402,23.88
37125783,16.31
9340471,12.59
38823402,24.27
88197673,21.47
99041085,20.49
93769306,49.85
99145364,6.68
3135191,17.84
71193520,25.22
55547759,49.9
17197749,9.46
88991335,3.96
53191316,47.14
17204762,22.68
83042236,2.73
92039141,29.57
75564198,174.2
89283109,48.66
1635150,38.61
44514633,38.89
7074913,25.6
47186693,36.92
35372250,147.64
98745346,16.62
57187469,27.66
89871041,22.3
19085046,10.63
67485573,5.9
25861676,46.63
62364154,18.51
11217798,36.2
1497442,28.05
63255243,43.37
50167864,15.95
29637460,14.74
50817431,3.0
46357875,15.49
23471129,6.49
72472977,6.82
73343422,37.89
65472194,15.47
91805206,22.62
76754213,6.96
92048974,2.07
42872531,5.44
45489727,13.98
6635836,47.43
15184539,5.43
87945365,13.35
84369894,4.67
96393222,36.56
67690996,28.99
82001414,36.27
71133176,42.62
18286115,26.16
57421119,12.68
6224579,16.49
92547774,56.92
24719533,11.59
27603566,26.04
27634484,43.03
39715785,45.79
32629246,34.56
15377152,3.55
23984122,6.77
73650939,20.78
34218502,48.32
84188230,14.26
63925343,23.45
24123470,11.09
54799106,44.63
16341192,26.63
52898347,39.66
88331723,42.08
24711090,31.46
7747633,24.15
57949150,12.47
54846655,6.47
60059814,31.85
6668871,47.13
1930003,9.83
26253045,1.37
44828321,26.67
26798878,23.27
86310156,12.59
28877779,1.19
5109591,3.1
65671947,10.42
41929023,50.29
36422609,18.41
68979036,13.2
89273340,136.56
28434081,44.78
78132434,48.13
49265416,7.13
98087720,14.86
30901955,4.94
1207474,22.6
6851836,44.76
7961008,7.1
96487716,1.0
86188062,3.72
19882625,11.0
91318436,22.37
86567625,26.03
25546237,17.92
85946755,38.41
34152228,85.72
82479251,26.68
89637623,34.6
49024442,1.07
72412607,25.7
15381325,23.12
63396939,15.37
31223027,36.8
51970746,35.64
53299733,28.91
7440333,44.67
98584669,45.83
86582876,49.44
91874573,1.15
21333150,109.12
19215535,33.98
12730256,9.78
9600120,81.76
92416982,1.32
86203835,0.74
17578961,32.54
77941720,43.0
60029703,5.8
30388316,2.36
11045319,17.13
76853771,37.68
79820060,22.75
30601766,47.74
74924189,25.34
31777760,4.25
11835481,1.33
65208170,1.56
93058813,24.54
16643084,46.46
4915299,47.13
21007892,33.74
31657241,3.02
1411466,14.73
12010047,8.7
15705496,6.35
96378198,13.4
75982223,44.24
14722163,3.94
90365552,8.01
33454955,40.8
64403338,0.16
76903314,28.01
97621749,10.82
5015417,5.53
57275657,2.5
63687286,42.11
32164730,49.75
74240631,38.65
56605319,6.23
63687220,13.73
79170026,35.66
78229198,8.04
74229386,10.9
2900617,41.45
14964885,18.54
8856339,25.62
5154375,40.05
75169604,49.16
82992144,8.63
31138638,21.32
3094447,48.48
5178136,21.64
98087975,40.44
89043184,18.51
74995297,12.53
5305471,46.79
58877458,21.94
25292487,1.02
95306982,24.48
71977223,48.52
92093955,7.31
378628,38.01
56170897,42.22
39619433,0.02
61584403,46.87
32762792,20.9
17425229,19.63
91846383,26.35
44119567,46.65
45834487,17.97
88711847,14.53
10646157,49.2
90499650,14.44
60794991,46.59
7014707,5.22
18944697,10.68
17665072,4.38
44310490,9.99
85293286,4.37
27047931,15.1
61860190,1.38
27088699,43.62
72784541,9.1
67102480,25.81
78635124,176.4
71093376,167.32
89198851,5.88
73599190,7.23
10123869,12.2
1472506,5.84
63358329,9.11
46610559,20.04
63631707,17.07
13854818,48.03
56735504,12.52
67900323,14.85
84997217,5.81
44885394,136.92
2388156,33.86
66507507,0.87
68509762,12.44
63751678,46.85
1210581,40.1
21673103,50.34
69795436,25.49
10708137,37.53
18656727,19.81
88713518,23.47
37082708,0.83
86802178,11.53
52841991,22.64
94570910,11.07
96676557,38.13
30897567,26.28
98551650,2.77
7143358,26.34
64632818,23.42
28439477,1.18
44706198,49.34
47840848,3.46
6007400,14.56
99747222,50.03
39508870,16.63
63515268,192.84
80651454,37.37
84611167,27.55
93367603,8.77
26497817,28.7
84526636,27.61
88063073,14.56
75018985,28.43
54815759,40.9
99628840,31.85
20735999,16.09
80337089,16.76
26813700,93.6
27995166,133.32
92765389,17.64
78915050,46.79
60793262,47.53
71730998,37.35
87143722,50.43
43378822,2.74
89509322,16.49
89862163,4.87
8361132,27.57
71963999,10.32
74676403,39.55
76144188,44.34
9703826,45.99
24483172,7.25
33945373,6.79
23934615,31.27
73712770,16.31
59487705,7.76
60813842,43.93
48969633,37.81
28492610,39.8
986338,12.39
44493145,18.86
10883760,20.05
77675393,30.96
80348012,8.2
24400488,1.09
63884735,1.5
81290021,3.0
65409785,7.94
25031387,5.46
44025559,3.84
12271350,4.06
31940054,33.03
65018256,44.56
88644197,22.12
82441773,8.82
96055886,3.28
44073215,23.42
6507337,34.73
41503676,26.03
53877362,10.73
9454399,5.54
82468948,28.02
81451458,167.32
57671266,24.59
94006170,29.56
81926243,11.34
12157443,47.07
14925702,43.6
86391518,49.61
73336714,6.21
83375460,18.57
22365629,20.62
79571395,8.63
47776836,41.92
7989459,36.28
25278802,37.63
89659543,7.95
17525043,17.35
76372588,6.34
93445755,34.27
64850981,8.68
16750368,111.48
2280962,27.68
72549117,29.62
83840561,12.45
78337061,24.74
80458402,50.4
3273708,33.56
62601555,18.93
73743791,31.94
79848318,18.51
14271238,30.52
99663319,6.23
46840080,5.04
85775748,12.4
98633014,18.23
44941790,27.08
11795816,39.22
78435727,11.35
3684409,42.99
16579448,2.71
8732662,16.14
17959488,18.28
53584934,13.47
91924232,50.35
21361837,11.41
909436,28.73
41158014,33.73
98189558,24.7
7254118,0.22
85022323,47.45
32413334,24.65
62009052,16.5
60810039,30.81
76982664,9.43
98274921,46.33
74787909,1.22
6108229,50.39
2206777,19.76
66693615,36.14
69642080,44.62
56657761,23.0
72160927,35.65
11118533,45.53
12005675,26.09
18823175,15.09
41774711,43.34
50848537,9.44
757556,25.46
75487756,35.84
97233002,29.79
34321033,15.59
67265558,45.05
68105492,9.19
927752,16.04
17845365,11.12
887542,49.37
33724941,22.05
93252745,21.89
27586918,10.53
74364999,15.25
40569080,34.35
20456930,21.1
54013778,12.64
1446186,11.96
70652008,0.99
82054763,9.25
67872902,22.71
12644908,46.52
83883065,1.57
61684884,66.32
27724702,30.32
7768641,27.81
25358951,10.76
60990773,24.28
48698968,50.19
30225619,47.86
51217743,16.54
26981542,9.06
80048780,14.88
78505494,28.27
47599256,5.68
75465447,14.5
90675869,46.63
32221171,32.64
83709922,15.58
99371947,49.3
63735949,48.2
99585584,3.76
79313312,19.69
40906247,46.33
29987043,17.12
10122491,41.9
46832814,50.89
86299304,5.83
22040115,32.9
45421198,45.19
65474299,18.0
48019387,38.3
29218963,9.76
65082878,3.74
93723776,8.06
32342515,44.45
19761341,41.08
47239247,26.47
89632797,39.82
88572090,34.95
78353921,26.1
90209696,45.72
51397575,30.8
94479229,34.32
87869308,34.78
29419767,49.39
80800181,16.12
841041,9.24
25215047,43.91
59791259,40.29
60445981,13.33
32098943,8.56
22032348,26.29
35536064,19.96
53994696,1.72
59980332,12.19
47475088,42.3
43744215,26.42
39010761,0.72
73428214,12.04
80934128,35.28
88945015,30.83
65044787,19.7
64001401,37.54
2724189,7.76
99039530,7.61
55990063,1.73
72968008,45.93
21482046,25.32
72522319,26.1
63719688,12.42
95453027,16.6
35465142,42.72
845476,2.41
28550477,3.81
55698551,38.04
92881368,188.0
65913420,2.8
68681795,1.73
25138015,1.44
34235318,48.64
18802331,32.08
9504,185.72
56967121,19.22
97438743,37.39
86318129,7.83
38659684,2.33
26997335,12.16
66048589,10.93
67874796,24.2
80949665,47.84
10307784,44.66
10490993,14.57
56331100,12.16
84021776,32.88
87584809,50.12
82608716,43.71
3148031,35.15
48927503,50.54
47383154,0.8
21420000,54.23
88311182,33.57
71046115,16.75
91431853,36.91
73287055,8.05
98436976,7.84
96048200,15.64
28248948,0.47
80329249,4.38
94368107,32.98
38923900,33.07
80186049,28.76
861674,44.91
25026650,33.64
3176936,3.53
93455283,3.83
26504029,50.83
20709755,45.23
67349917,21.69
39651746,2.56
61326338,16.13
52107808,41.43
75664202,17.09
18437872,39.92
49068634,41.64
15099796,32.87
34558893,32.01
63681106,44.86
18935179,34.4
84078779,43.04
8397168,16.64
25768246,2.93
98048835,2.46
4780830,32.28
39648454,22.33
10695205,21.49
98082698,9.28
4770857,7.12
84816349,25.57
1922517,5.41
73860470,8.08
39118759,15.35
58179676,41.22
25955755,10.28
48400548,15.68
46838522,11.56
38771251,36.81
17589228,50.16
750989,48.7
57720253,31.4
50898755,26.9
37604936,35.31
33245606,50.02
84990014,2.35
50442160,31.3
88892344,22.92
6214483,29.65
86045616,16.28
24690179,48.58
66671858,22.92
87090282,8.12
13512482,34.62
62336770,15.69
49032161,29.82
96556666,22.97
1426005,6.69
34817361,39.11
60402532,5.09
34541613,33.64
12792657,40.16
26177478,42.88
63373716,53.12
94251861,32.4
41615261,38.59
89560103,31.62
46933011,42.52
35086784,48.46
10844648,15.0
65401394,29.82
3992568,29.22
2748544,29.45
81821256,0.55
61596617,5.57
60485750,31.16
28489058,3.54
78233652,63.4
45157494,43.67
96906360,30.27
96019097,20.26
46379022,35.13
20139075,13.26
21009915,45.35
84231169,47.2
26001146,37.41
88261323,13.99
62882900,43.33
66451781,44.06
29583183,16.05
26048316,7.01
16607951,34.72
91937949,11.42
12115859,9.93
79157794,21.36
70902981,45.04
81439076,50.31
92650399,34.27
75922877,37.89
48294142,27.29
41887401,18.96
77134325,19.85
32772745,23.27
16719226,10.37
87110887,22.05
48717104,47.48
70019610,23.82
88700307,39.02
9086419,42.63
90752510,9.08
3598299,42.36
67195991,23.77
66252661,0.49
22877330,0.01
26530156,26.74
15272438,7.26
79492490,1.32
78558720,46.1
53792081,6.76
5095523,2.95
75144672,202.72
5293101,13.55
75251067,20.52
24451510,17.07
9962720,22.94
56161627,35.62
35967882,32.82
93179216,27.64
40903483,47.68
89757344,47.89
14417827,6.12
62911464,11.33
93381864,25.77
97320265,11.84
95227035,25.74
36128757,0.79
10031574,15.2
3031254,89.56
7222504,8.36
6225726,0.11
79905621,11.57
60387524,10.03
34875340,11.27
87437591,38.09
9090863,44.06
58274196,33.39
30311878,6.07
48931512,3.64
47531137,44.38
11466711,5.39
99954409,32.26
56191724,31.19
56744458,49.69
93138171,8.25
31891539,30.67
61637777,42.5
46047389,50.39
9869859,11.82
94115659,44.09
21341537,12.56
54637755,16.43
24862497,12.29
66695241,45.48
5398684,11.98
30940045,32.79
79733196,188.32
27062610,26.02
94813802,11.2
32258840,1.45
29677059,21.3
45373639,5.77
75283180,13.8
14995651,8.82
80061434,28.22
79555212,142.24
84675982,47.6
33331707,44.08
5186474,6.97
20068495,46.27
5566456,13.1
85010704,33.55
64969038,180.72
5686239,48.77
73064240,5.91
55297406,36.04
61898733,35.29
90854112,1.34
23806976,9.45
48702436,30.95
87866212,1.48
76724996,39.9
92224756,21.94
8318068,2.19
92651074,46.98
12596478,9.25
54166687,29.34
23147760,39.63
2169046,4.07
17244355,4.59
67244708,7.08
48631724,39.78
48456483,24.92
48988048,38.21
4217777,7.23
63642091,23.56
78953276,33.19
19955135,17.28
9096035,32.21
33976330,8.89
73947769,4.39
45925744,28.0
76088614,8.72
34601589,22.86
12564886,37.53
58028531,23.06
84647688,43.04
19155372,0.98
86497557,13.38
26544653,8.09
48626746,5.66
1129457,8.69
14735668,11.97
66788831,2.47
46457725,18.41
10736374,31.53
44053998,18.94
97662282,14.04
72727839,40.9
76341425,11.63
36530249,7.93
14477381,37.84
55902801,1.05
89479783,2.47
36921584,15.69
21917906,27.88
6037686,7.08
47885087,40.08
53277868,10.63
79100736,8.37
54208609,6.47
9954959,2.94
60651632,39.87
58976604,48.24
9360392,15.01
55730588,32.36
99992538,184.28
39038833,41.05
78853654,2.61
49523222,12.09
64438936,16.67
63279636,11.2
42630541,5.8
29495639,26.86
71249898,37.98
51290907,28.02
15131487,10.08
82759061,3.2
61533349,5.71
79612641,26.49
683496,55.92
19623134,8.48
66058645,11.7
54746612,26.67
30830700,38.87
63367041,27.56
93064315,48.4
52361856,36.6
56418321,44.7
51126610,41.19
34532165,18.26
98622401,36.67
39302870,4.77
96667260,44.14
56118351,31.53
86671910,42.01
95254487,43.94
68094456,49.15
81203252,37.55
63374246,44.85
60903702,188.84
82621728,6.76
96217707,20.55
28707955,23.48
13198704,22.25
8421797,7.04
43402636,31.03
53985119,15.72
36134435,20.17
74811798,112.44
65502915,44.09
69717976,50.53
47069872,34.08
18935563,19.9
40187835,36.41
67323034,33.04
66666822,24.62
67072242,4.52
67494131,28.43
78392629,15.88
8756162,2.4
93905242,13.59
74856330,141.52
59386680,80.36
48548220,8.9
25238183,12.64
26080868,24.48
36924766,35.78
96083011,12.17
57185318,20.53
82606112,46.55
33462814,4.52
68030471,25.61
17888445,2.04
78100635,21.65
27266933,38.5
91939160,41.72
67722957,29.63
1890998,31.73
56689918,34.22
31631350,49.18
16566852,8.34
55330023,10.38
20399383,13.44
32169027,0.63
5080708,44.13
18680994,198.64
27538391,38.71
69552882,67.95
67836407,41.27
31542377,25.09
89501777,12.1
69472961,39.41
31981302,39.72
66672413,8.86
87753164,43.67
3465474,0.22
87346363,15.51
18927176,27.54
29654158,42.53
67217395,7.63
89667315,17.58
97735970,17.79
96229645,9.55
88718441,10.91
46592128,38.61
27685437,36.74
32172372,56.28
83457358,20.78
70497266,9.31
59440415,25.86
18125212,12.12
92909140,10.42
37164119,20.31
72398479,41.68
54911042,18.0
19534907,1.22
58385098,3.71
16858847,50.9
88313048,13.89
32874180,9.53
75529469,36.25
50231075,21.45
28993078,4.72
52587579,14.02
30308474,9.37
53873327,24.35
87910276,33.71
19425321,15.54
23612001,8.97
97035004,17.54
40070384,18.74
44534864,15.09
64378431,50.21
16575761,24.12
74042769,20.75
21078762,42.06
68079954,1.45
58452545,3.09
25018786,29.87
93298413,29.84
44152837,5.76
18583997,2.17
10245981,40.06
63665787,38.76
36303127,14.88
77770862,23.15
84971599,0.93
47222071,33.25
3016875,32.38
30504996,27.44
12708534,50.82
64934006,26.17
28872345,22.9
61792294,27.17
98172352,37.3
30436365,40.14
33967995,5.12
82169404,37.97
47545544,37.26
20068149,33.97
99560509,14.78
7098402,45.09
9577637,33.57
9238382,25.46
57570921,50.58
40303473,10.07
45507010,34.11
13621856,13.45
40733453,27.71
31830318,176.12
98389833,20.12
58251927,0.93
29704941,9.52
30602935,48.39
35671697,6.15
81888682,41.19
34864970,14.87
71897056,2.84
73648910,8.7
50416513,6.52
86567406,17.7
56790262,1.67
29427483,12.42
32785213,38.66
61871464,39.13
27145616,19.77
2716949,1.45
63540523,38.95
71569821,12.27
52128965,16.31
59585257,6.5
23140937,15.66
93032643,23.31
45816183,7.75
26254839,13.84
40447873,0.58
51867908,11.76
43167483,22.27
56590325,3.91
16360518,10.97
90058248,53.04
90459663,0.11
2483476,34.38
29388249,10.5
32645127,50.61
80356300,4.93
37668290,29.56
18363557,30.02
56021943,11.36
14068235,12.31
85269775,38.08
95359755,45.2
28969409,6.14
98720128,12.5
61887865,38.63
78096258,111.28
66764232,81.28
54249026,2.52
77393479,20.63
31554268,19.95
15521801,42.53
22598332,18.24
5941468,38.64
55749649,31.79
28274042,26.8
47894857,45.1
84975788,5.27
58588419,0.82
14686931,0.25
21729095,39.23
32924330,19.08
33518270,8.1
15337198,32.99
28836060,12.86
41507312,5.7
7055617,47.1
59407708,7.15
55236512,21.4
28042638,32.05
73586354,27.64
63358257,1.65
70530499,11.48
84819158,30.75
23464950,8.82
38768128,12.66
69571802,40.9
26091521,21.85
26753625,37.48
57522171,12.71
39154323,0.96
18888310,6.11
56640871,6.51
20982293,35.73
13141978,26.1
1173735,6.97
61458848,6.43
20076730,28.55
56300272,1.34
75235296,27.05
47575684,23.08
96795915,45.46
36670194,147.92
20947287,27.41
65478147,6.59
65545102,8.52
35398012,9.03
46836958,6.41
63485475,19.26
8328259,42.91
61189865,10.72
56818912,50.42
90488703,22.46
83380909,16.66
44041009,39.1
29315652,29.37
52464580,1.42
30100562,42.38
39371085,2.86
47679598,19.28
82235016,98.08
71212068,105.36
59614213,29.37
47591552,44.6
4924969,11.39
93775759,0.6
24328899,1.3
73151475,50.28
43869790,50.74
26630146,40.51
48984563,12.33
52963671,44.22
62566649,32.3
10991826,178.4
54951509,41.95
64545964,14.18
12776403,0.34
23338435,8.71
42855062,5.1
61805046,47.37
63228766,36.55
13747807,16.64
54057082,8.97
4576518,96.76
38161433,42.81
77318892,44.32
71938048,8.57
66972551,8.25
59037454,1.12
79673387,13.36
58200998,50.49
57828770,11.2
14496722,15.91
69046062,29.77
18535878,46.84
87398829,4.84
19142028,28.88
4480142,30.4
57167537,16.99
85215147,12.34
39277125,3.73
31269546,28.12
90232576,10.57
44532767,27.09
22503416,42.55
98959779,1.34
94101097,17.68
82160952,39.95
41900233,7.01
96348070,16.47
21137265,47.35
54283577,46.45
99439923,17.26
29261876,10.1
96504401,4.57
11616510,41.58
38976948,196.32
42642884,6.17
60617496,23.89
29832792,46.17
83069336,15.62
96382739,16.64
68632190,28.32
28813464,6.12
92928979,25.95
56115641,2.23
85193587,10.24
74376730,8.17
19973857,31.39
61281094,11.42
2823215,10.72
10887515,23.89
76295437,44.63
1355300,28.99
29469824,12.05
90802623,32.18
33311396,45.54
58572331,27.05
44872063,23.48
89999668,3.23
58251848,19.33
42452266,34.27
23510895,10.48
26153950,32.32
63624814,9.91
67149832,40.17
23234723,19.44
6422221,29.94
61530165,28.36
49183508,46.92
934664,6.12
22846155,41.43
63423654,2.36
64203159,45.38
48916312,40.69
41368018,46.83
90692046,77.04
41364017,18.55
1868684,18.5
8365751,13.97
65023626,18.4
17201799,17.98
42862596,10.18
3997296,71.12
96968213,45.89
5524267,1.4
32120126,42.6
91624243,45.3
26453537,39.23
1423644,15.81
55687541,2.84
12171448,6.69
63759583,23.01
58494039,4.18
51146040,22.47
42209935,5.78
80519350,13.05
43411086,114.48
48767287,35.66
91160372,8.05
81286240,11.16
23157059,38.87
73457345,27.51
5475799,2.52
33655703,4.77
79062241,2.56
59208977,37.24
99243932,23.29
95651653,0.14
10392278,11.98
11902729,17.24
76364267,0.29
66621961,0.63
33686433,47.14
77824349,0.46
13599511,2.68
36995196,1.33
71948992,9.87
23650253,22.91
54468129,13.57
85449929,39.22
32142484,33.54
89282745,50.24
8879267,15.58
94478991,22.53
95771108,35.35
69858495,3.35
79975006,18.16
71037057,10.4
30549442,10.63
59851368,21.68
94213588,7.54
59621269,20.16
26078404,36.44
92478116,43.04
36924377,2.87
31406622,43.52
31254707,37.4
16582793,35.12
58157326,32.04
70383627,31.92
85594146,4.99
26402480,0.0
62678929,39.91
65406808,47.7
25664447,27.32
82803774,37.28
98022544,23.7
48547647,29.18
82815260,24.47
3792528,60.96
88604818,41.24
62001176,25.79
40144898,23.17
1760026,36.97
2795319,17.83
22409714,11.73
2342722,47.68
71674617,1.27
28607112,130.84
42370544,15.42
30937701,29.89
58582557,5.59
67053029,29.18
59289533,2.79
61951805,42.1
98531674,2.17
48745603,37.22
50679858,33.16
48846561,46.83
94723702,1.69
5618486,31.77
42634054,19.29
74829688,12.31
56636264,49.8
64924868,12.96
54189974,48.11
79616967,20.96
76636894,47.27
1847085,35.29
80313957,16.26
52703293,13.07
76433092,23.34
43610871,44.97
9378958,23.62
72857164,2.78
412110,117.68
8294800,27.57
47000088,98.24
8701903,4.93
6513849,29.77
76012944,10.76
90472837,16.2
61366695,30.43
66838562,2.15
22392544,26.78
65705346,54.19
78049589,7.54
36564792,17.08
83878484,32.49
55596535,40.69
15954048,146.92
25895994,43.66
86645201,24.08
49128012,170.32
67568804,34.92
81423832,5.08
49750210,50.47
67170382,30.72
34827443,6.42
18150636,0.95
5073466,45.69
97844194,2.95
84474427,27.36
16080067,34.41
25142545,24.6
22372994,12.92
6026217,50.72
6066046,15.12
65057181,13.73
2605019,29.04
31149695,43.29
1147697,10.08
12669439,35.61
27161435,2.13
11275754,3.46
96563871,13.39
80817181,16.48
35700681,27.03
72290959,17.38
50020011,18.16
92672263,21.05
34047081,40.67
92032665,37.7
68926585,13.66
21659185,32.21
24105331,39.5
6067273,15.12
30716849,14.76
21929704,9.84
81088440,11.63
53252487,12.5
83742532,2.1
8101524,16.64
35567602,10.59
78042694,33.98
81846995,27.62
26276802,47.84
38883628,13.9
28021176,96.96
88540464,42.8
79134015,42.0
17576389,24.62
34765583,1.39
57544945,31.96
2032181,30.63
82247668,47.23
80736614,16.44
80009406,121.68
74487727,30.99
12481302,38.95
43093427,8.88
62944722,123.04
41668138,16.89
15093363,17.51
68579918,41.37
60900759,7.59
84570392,39.06
41488801,5.62
16505988,6.16
67588439,9.02
72855820,10.32
91649137,37.37
62197329,29.81
28178688,27.71
48220472,9.15
60790877,13.62
56647723,49.45
95197863,21.87
85492887,29.92
5855185,7.18
21442882,21.74
81478874,21.06
17406896,29.86
70914195,10.26
55338857,11.06
32237056,31.23
46888690,7.28
25566943,9.13
56639019,12.21
57591022,40.19
70518331,29.04
24075694,36.69
92122596,44.76
28295847,15.89
27888,16.19
88295030,18.76
862445,34.52
30797807,15.31
1326272,6.9
85727764,26.84
72222365,13.27
6211253,16.38
84313272,34.67
94488376,40.44
89817465,44.32
78628642,22.47
34276016,36.26
94743713,39.16
33865540,32.76
63196244,16.33
62609200,6.76
79518197,11.09
22671823,20.34
14945894,10.1
61128626,6.34
77924589,13.58
83970212,4.74
95680779,30.07
80268706,13.8
40203031,23.72
67472205,39.91
36800955,17.62
6239797,9.68
25156277,32.1
35787928,8.13
93685103,35.57
93772740,12.18
68685440,28.53
26743111,48.48
34900937,45.64
64515444,10.67
60118412,27.31
1476351,10.55
91608560,38.7
96915384,173.44
84306509,10.19
64364615,10.98
87603151,30.1
54025016,35.82
28004120,2.4
48086877,23.23
68809586,5.87
15060735,29.25
52413848,31.95
92897945,7.6
19904732,27.32
47996820,135.44
24863006,13.04
26756042,48.6
35557969,35.63
22330643,36.93
36318482,23.0
21921942,15.18
4129980,13.67
41871515,12.44
36347090,29.38
56637401,24.45
57292733,14.17
60780887,32.15
92285077,8.26
5190279,3.0
69996321,48.88
55324947,25.29
84056588,0.55
96501219,9.14
22440598,0.32
25830203,14.91
46063782,161.88
46714313,25.33
45035220,18.56
89591229,1.83
38931535,13.23
47758404,30.2
75593696,36.78
79193628,42.92
78424166,32.73
45386360,35.35
83774218,30.04
33652030,25.6
13359828,41.12
21677126,15.25
54240640,39.83
1910538,47.97
150059,11.36
53950310,36.33
96054238,0.51
26923190,3.04
11375382,41.28
43409575,7.78
18687488,41.86
57072213,7.12
63072413,17.12
42891361,45.62
7530613,43.01
84827651,5.24
50294682,109.4
52640640,112.44
68492529,2.8
92699478,77.32
46062371,45.53
38622182,28.24
59544613,0.8
39285586,29.61
13738591,35.41
25097641,12.18
98239351,2.08
90192238,16.07
31906850,5.13
22736032,25.65
90775884,0.84
10626051,13.21
58350686,17.26
65665394,16.78
90867220,25.91
96135776,38.01
81531159,5.49
74081506,20.07
65055839,48.45
60816123,21.57
79142343,7.45
58844927,9.26
56242666,11.79
51928521,28.46
86419844,9.36
85513247,23.16
54250688,4.31
82350614,6.13
3028032,8.08
92363221,31.95
56625801,27.12
98736676,7.41
63573081,10.6
42661282,42.39
47210558,42.51
28982956,45.19
57369155,20.92
49825947,6.36
56441191,38.88
7027924,30.11
61255298,18.7
32592186,104.04
45830530,36.75
88304876,20.7
37691031,13.08
90749649,47.73
49108348,49.89
6057250,0.55
35202226,25.4
13873731,17.73
44457022,9.05
53317321,9.41
19145879,16.06
85568062,40.02
73618912,25.86
86324979,13.95
62085279,9.74
451802,47.69
16544758,3.04
17583279,3.44
44401610,28.0
96811779,41.38
18268468,11.91
37428473,43.31
71389631,36.21
4675080,7.12
88702401,42.45
50423943,34.08
66198483,36.54
25922299,1.79
7717668,7.82
83671880,42.9
60607516,0.99
92286794,37.78
12378227,5.38
53094368,26.96
55740806,46.83
58075904,47.69
37051132,40.87
20382586,4.88
99192292,7.99
38108663,44.79
94654213,3.01
55674396,34.24
30648243,49.8
34743273,8.31
84683463,44.33
79224287,1.94
70348626,119.76
63585473,13.27
99916851,45.63
79577980,10.65
54002343,24.3
77621608,0.4
42222280,47.93
5653610,14.3
12797071,8.35
95596092,188.4
62904014,32.53
9069347,9.5
10266228,55.75
66556015,0.67
33324386,28.47
19823224,47.53
56483494,19.99
60460243,13.69
63527104,14.45
99054853,1.65
38198643,5.75
61768132,27.27
52133190,19.64
72678250,31.96
21803077,19.28
96727406,29.42
71545926,36.09
65261048,3.76
12086513,46.51
90422948,6.27
36711949,12.04
93754042,29.46
61776398,33.45
21800429,8.56
42830171,15.37
34215149,17.96
73867392,141.92
49066242,28.47
87743496,13.04
87807844,6.01
57305641,3.05
80808776,36.89
83712829,33.43
87576984,195.32
80800239,1.68
433509,42.77
97948921,7.87
72645364,16.85
